Watching PID 92703 page references for every 1 seconds...
Est(s) ;    RSS(kB);    PSS(kB);    Ref(kB)
1.001  ;   20580.00;   18911.00;   10516.00
1.001  ;   20580.00;   18911.00;   10688.00
1.001  ;   20580.00;   18911.00;   10696.00
1.001  ;   20580.00;   18911.00;   11076.00
1.001  ;   20580.00;   18911.00;   10708.00
1.001  ;   20580.00;   18911.00;   11220.00
1.001  ;   20580.00;   18911.00;   11088.00
1.001  ;   20580.00;   18911.00;   10820.00
1.001  ;   20580.00;   18911.00;   11228.00
1.001  ;   20580.00;   18911.00;   11088.00
1.001  ;   20580.00;   18911.00;   11480.00
1.001  ;   20580.00;   18911.00;   11780.00
1.001  ;   20580.00;   18911.00;   11512.00
1.001  ;   20580.00;   18911.00;   11192.00
1.001  ;   20580.00;   18911.00;   11456.00
1.001  ;   20580.00;   18911.00;   11324.00
1.001  ;   20580.00;   18911.00;   11544.00
1.001  ;   20580.00;   18911.00;   11576.00
1.001  ;   20580.00;   18911.00;   11604.00
1.001  ;   20580.00;   18911.00;   11796.00
